Data,ABT,ADBE,AMZN,AAPL,BAC,CVX,CSCO,KO,CMCSA,COST,LLY,XOM,HD,JNJ,JPM,MCD,MSFT,NEE,NKE,NVDA,ORCL,PEP,PFE,PG,SCHW,TMO,UNH,WMT,DIS,WFC
3T2015,2.43,0.82,0.012,2.32,1.15,2.77,1.76,1.4,1.24,5.41,1.82,3.18,2.95,4.39,4.72,3.51,0.58,1.255,0.69,0.00725,0.4,2.53,1.15,0.93,0.75,3.45,4.82,0.703333333,4.95,3.16
4T2015,2.94,1.26,0.064,0.825,1.38,2.46,0.48,1.69,1.64,1.1,2.27,3.85,4.31,5.56,6.05,4.82,1.21,1.5275,1.15,0.01875,0.92,3.71,1.13,2.09,1.04,4.96,6.1,1.046666667,1.74,4.18
1T2016,0.21,0.51,0.0545,1.305,0.21,-0.39,1.1,0.34,0.44,2.34,0.42,0.43,5.49,1.56,1.36,1.24,1.72,0.345,1.71,0.02825,1.43,0.64,0.49,3.09,0.3,1.02,1.69,1.526666667,3.06,1
2T2016,0.63,1,0.145,1.665,0.59,-1.17,1.57,1.14,0.855,3.58,1.12,0.84,1.45,3.07,2.92,2.53,2.12,0.6475,2.21,0.009,2.11,2.03,0.82,3.8,0.6,2.33,3.53,0.326666667,4.66,2.02
3T2016,0.41,1.54,0.1715,2.0875,1.15,-0.49,2.13,1.38,1.325,5.36,1.86,1.47,3.42,4.64,4.51,4.04,0.6,1.0525,0.75,0.021,0.44,3.41,1.04,0.99,0.96,3.53,5.6,0.73,5.76,3.06
4T2016,0.94,2.35,0.2505,0.845,1.58,-0.27,0.46,1.51,1.805,1.24,2.59,1.88,5.03,6.04,6.24,5.49,1.27,1.5725,1.26,0.04725,0.94,4.39,1.18,3.97,1.32,5.12,7.37,1.056666667,1.56,4.03
1T2017,0.24,0.81,0.076,1.375,0.43,1.43,0.93,0.28,0.54,2.42,-0.1,0.95,6.47,1.63,1.66,1.48,1.89,0.8475,1.95,0.077,1.49,0.92,0.52,4.95,0.39,1.41,2.28,1.466666667,3.07,1.01
2T2017,0.4,1.56,0.0965,1.795,0.92,2.2,1.43,0.6,1.07,4.01,0.85,1.73,1.68,3.06,3.49,3.2,2.74,1.27,2.56,0.0215,2.27,2.4,1.04,5.8,0.79,2.98,4.65,0.333333333,4.58,2.09
3T2017,0.75,2.41,0.123,2.3175,1.42,3.23,1.92,0.94,1.64,6.11,1.38,2.66,3.93,4.46,5.26,5.54,0.85,1.72,0.58,0.04575,0.53,3.9,1.51,1.09,1.22,4.32,7.22,0.656666667,5.73,2.94
4T2017,0.27,3.43,0.316,0.98,1.63,4.88,0.48,0.29,4.82,1.46,-0.19,4.63,5.79,0.48,6.35,6.43,0.04,2.8675,1.05,0.08075,1.07,3.4,3.57,2.05,1.63,5.64,10.95,0.853333333,2.93,4.14
1T2018,0.24,1.18,0.168,1.6725,0.63,1.92,-1.29,0.32,0.67,3.06,1.16,1.09,7.33,1.63,2.38,1.74,1,2.3525,0.49,0.12725,0.1,0.94,0.6,3.02,0.55,1.44,2.94,1.096666667,4.88,0.97
2T2018,0.65,2.53,0.429,2.2675,1.26,3.71,-0.76,0.86,1.37,4.77,0.92,2.01,2.09,3.1,4.69,3.66,2.15,2.7725,1.19,0.05125,0.93,2.23,1.26,3.75,1.16,3.31,5.98,0.24,6.84,1.95
3T2018,0.97,3.89,0.7245,3.0025,1.93,5.84,0.02,1.31,2,7.15,2.04,3.47,5.15,4.57,7.04,5.77,1.15,3.3025,0.69,0.0965,0.58,3.99,1.96,1.26,1.81,5.07,9.29,0.143333333,8.4,3.09
4T2018,1.34,5.28,1.034,1.055,2.64,7.81,0.78,1.51,2.56,1.75,3.14,4.88,7.67,5.7,9.04,7.61,2.24,3.5075,1.22,0.147,1.21,8.84,1.9,2.51,2.47,7.31,12.45,0.336666667,1.87,4.31
1T2019,0.38,1.38,0.362,1.675,0.71,1.4,1.41,0.39,0.78,3.77,4.33,0.55,9.78,1.41,2.65,1.74,3.39,0.355,1.92,0.17025,1.98,1.01,0.69,3.58,0.69,2.04,3.62,0.76,5.46,1.21
2T2019,0.94,2.68,0.6285,2.23,1.45,3.68,2.11,1,1.47,5.83,5.86,1.28,2.28,3.52,5.48,3.73,5.11,1,2.55,0.01625,3.05,2.46,1.59,1.45,1.36,4.84,7.09,0.446666667,6.22,2.52
3T2019,1.48,4.31,0.8435,2.9925,2.02,5.06,2.63,1.61,2.18,8.32,7.27,2.03,5.46,4.19,8.17,5.85,1.4,1.455,0.87,0.039,0.64,3.96,2.98,1.41,2.06,6.73,10.82,0.866666667,6.68,3.45
4T2019,2.07,6.07,1.173,1.26,2.77,1.55,0.69,2.09,2.87,1.91,8.93,3.36,7.99,5.72,10.75,7.95,2.93,1.955,1.59,0.07575,1.36,5.23,2.92,2.88,2.69,9.24,14.55,1.253333333,1.17,4.08
1T2020,0.32,1.98,0.2545,1.9075,0.4,1.93,1.37,0.65,0.47,4.02,1.6,-0.14,10.29,2.2,0.79,1.49,4.34,0.215,2.13,0.11475,2.16,0.96,0.61,4.03,0.59,1.99,3.56,1.74,1.42,0.01
2T2020,0.62,4.26,0.7795,2.5625,0.78,-2.51,2.02,1.06,1.12,5.91,3.16,-0.4,2.09,3.58,2.17,2.14,5.82,0.865,1.63,0.03725,3.16,2.15,1.23,5.13,1.07,4.91,10.56,0.47,-1.19,-0.65
3T2020,1.31,6.25,1.412,3.31,1.29,-2.63,2.65,1.47,1.57,9.05,4.49,-0.55,6.13,4.93,5.1,4.5,1.84,1.4925,0.97,0.0625,0.74,3.8,1.62,1.69,1.55,9.79,13.9,1.233333333,-1.58,-0.23
4T2020,2.52,10.94,2.132,1.7,1.88,-2.96,0.51,1.8,2.3,2.63,6.82,-5.25,9.32,5.59,8.89,6.35,3.88,1.49,1.77,0.11675,1.56,5.14,1.73,3.22,2.13,16.09,16.23,1.836666667,0.01,0.42
1T2021,1,2.63,0.8045,3.11,0.87,0.72,1.12,0.52,0.73,4.78,1.49,0.64,11.98,2.35,4.51,2.06,5.93,0.85,2.68,0.1755,3.26,1.24,0.87,4.53,0.74,5.93,5.14,1.59,0.51,1.05
2T2021,1.67,4.97,1.5745,4.42,1.91,2.33,1.79,1.13,1.54,7.53,3.02,1.74,3.87,4.74,8.3,5.03,8.12,0.98,3.64,0.077,4.67,2.95,1.87,5.69,1.33,10.58,9.66,0.323333333,1.01,2.42
3T2021,2.85,7.51,1.8845,5.67,2.77,5.52,2.51,1.71,2.42,11.3,4.25,3.31,8.41,6.13,12.05,7.91,2.73,1.21,1.18,0.172,0.89,4.56,3.32,1.66,2.07,15.41,14,0.833333333,1.1,3.6
4T2021,3.97,10.1,3.298,2.11,3.6,8.15,0.71,2.26,3.09,2.99,6.15,5.39,12.35,7.93,15.39,10.11,5.23,1.82,2.03,0.271,0.44,5.51,3.92,3.39,2.84,19.62,18.33,1.203333333,0.61,4.99
1T2022,1.38,2.68,-0.378,3.65,0.81,3.23,1.42,0.64,0.79,5.91,2.11,1.28,15.59,1.96,2.64,1.49,7.46,-0.23,2.91,0.391,1.3,3.08,1.4,4.76,0.67,5.66,5.34,1.633333333,0.86,0.89
2T2022,2.53,5.17,-0.58,4.86,1.54,9.21,2.15,1.08,1.55,8.96,3.17,5.49,4.11,3.79,5.4,3.1,9.7,0.47,3.83,0.065,2.49,4.11,3.17,6,1.55,9.9,10.75,0.25,1.64,1.63
3T2022,3.35,7.6,-0.29,6.15,2.35,15.02,2.83,1.74,0.53,13.17,4.78,10.17,9.17,5.49,8.53,5.79,2.35,1.33,0.94,0.091,0.58,6.07,4.71,1.62,2.54,13.72,16.37,0.873333333,1.73,2.49
4T2022,3.94,10.13,-0.27,1.89,3.21,18.36,0.65,2.2,1.22,3.07,6.93,13.26,13.42,6.83,12.1,8.39,4.56,2.1,1.79,0.118,1.22,6.45,5.59,3.25,3.52,17.75,21.47,0.66,0.7,3.17
1T2023,0.75,2.72,0.31,3.42,0.95,3.48,1.33,0.72,0.91,6.37,1.49,2.79,16.74,-0.03,4.11,2.47,7.02,1.04,2.59,0.176,1.93,1.4,0.98,4.67,0.84,3.34,6.01,1.43,1.4,1.24
2T2023,1.54,5.55,0.97,4.69,1.83,6.7,-,1.31,1.93,-,3.45,4.73,3.83,1.95,8.86,5.63,9.72,2.43,3.27,-,3.15,3.4,1.4,6.07,1.48,6.86,11.91,0.206666667,1.14,2.5
3T2023,2.36,8.62,1.93,6.16,2.74,10.18,3.08,2.02,2.92,14.18,3.39,6.98,8.49,12.08,13.2,8.82,3,3.02,0.95,0.333,0.89,5.64,0.97,1.89,2.04,11.31,18.2,1.183333333,1.29,3.99
4T2023,3.28,11.87,2.95,2.19,3.1,11.41,0.9,2.48,3.73,3.58,5.82,8.89,12.32,13.88,16.25,11.63,5.94,3.61,1.99,0.707,1.8,6.59,0.38,3.33,2.55,15.52,24.12,1.24,1.04,4.88
1T2024,0.7,1.37,1,3.72,0.77,2.99,1.55,0.74,0.97,7.51,2.49,2.06,15.16,1.35,4.45,2.67,8.9,1.11,2.76,1.205,2.67,1.49,0.55,4.89,0.69,3.47,-1.53,1.28,1.03,1.21
2T2024,1.45,4.86,2.3,5.13,1.6,5.42,2.01,1.3,1.98,11.29,5.78,4.2,3.64,3.3,10.58,5.49,11.86,1.9,3.76,0.604,3.82,3.73,0.56,6.18,1.35,7.53,3.05,0.63,2.47,2.56
3T2024,2.39,8.63,3.76,6.11,2.42,7.91,2.55,1.96,2.92,16.59,6.86,6.12,8.25,4.42,14.97,8.63,3.32,2.8,0.7,1.28,1.06,5.86,1.35,1.65,2.06,11.79,9.61,1.19,2.72,3.99
4T2024,7.67,12.43,5.66,2.41,3.25,9.76,0.68,2.47,4.17,4.05,11.76,7.84,11.93,5.84,19.79,11.45,6.56,3.38,1.48,2.07,2.19,6.97,1.42,3.59,3,16.58,15.64,1.76,1.41,5.43
1T2025,0.76,4.15,1.62,4.06,0.91,2.01,1.29,0.77,0.9,8.08,3.07,1.76,14.96,4.57,5.08,2.61,10.03,0.41,2.02,2.97,3.24,1.34,0.52,5.16,0.99,3.99,6.9,2.42,3.22,1.41
2T2025,1.78,8.1,3.32,5.64,1.81,3.46,1.92,1.66,3.87,12.36,9.37,3.4,3.46,6.87,10.32,5.77,13.7,1.39,2.17,0.77,4.46,2.26,1.03,6.67,2.07,8.27,10.66,0.56,6.14,3.02
3T2025,-,12.28,-,-,-,-,2.56,2.52,-,18.24,-,-,8.05,9.01,-,-,-,2.57,0.49,1.85,1.04,4.16,-,2,-,-,13.27,1.44,-,-
1T2005,0.54,-,0.0095,0.026071429,1.16,1.28,-,0.21,0.02,-,0.68,1.23,-,0.98,0.64,0.57,0.79,0.0925,-,-,-,0.54,0.04,2.24,0.11,0.3,0.61,-,0.7,0.545
2T2005,1.1,0.62,0.016,0.040357143,2.23,3.05,0.64,0.565,0.086666667,1.5,0.45,2.44,0.58,1.88,0.93,1,1.13,0.225,0.57625,0.003166667,0.56,1.25,0.51,2.83,0.25,0.68,1.25,0.193333333,1.11,1.115
3T2005,1.54,0.91,0.0195,0.058928571,3.27,4.7,0.88,0.835,0.12,2.24,1.18,4.04,1.4,2.77,1.65,1.58,0.29,0.4475,0.2075,0.006916667,0.1,1.77,0.73,0.82,0.41,1.03,1.92,0.416666667,1.25,1.7
4T2005,2.17,1.23,0.0435,0.024285714,4.1,6.58,0.2,1.02,0.14,0.46,1.82,5.76,2.12,3.5,2.43,2.06,0.64,0.5825,0.3525,0.010083333,0.26,2.43,1.1,1.57,0.56,1.38,2.61,0.606666667,0.38,2.275
1T2006,0.57,0.18,0.006,0.041785714,1.08,1.81,0.43,0.235,0.073333333,1.08,0.77,1.38,2.73,1.11,0.89,0.5,0.93,0.16,0.51,0.014833333,0.4,0.61,0.56,2.22,0.19,0.29,0.66,0.893333333,0.76,0.6
2T2006,0.97,0.38,0.009,0.061428571,2.29,3.79,0.65,0.625,0.146666667,1.58,1.53,3.12,0.7,2.07,1.91,1.17,1.21,0.31,0.67125,0.004333333,0.65,1.43,0.89,2.79,0.39,0.58,1.39,0.21,1.31,1.22
3T2006,1.43,0.54,0.011,0.084285714,3.49,6.09,0.91,0.935,0.336666667,2.35,2.33,4.91,1.6,3.01,2.86,1.86,0.35,0.6425,0.18625,0.0085,0.13,2.33,1.36,0.84,0.6,0.89,2.21,0.376666667,1.68,1.87
4T2006,1.12,0.85,0.023,0.041785714,4.66,7.84,0.27,1.08,0.4,0.52,2.45,6.68,2.33,3.76,4.16,2.87,0.62,0.8125,0.34875,0.013833333,0.31,3.42,2.67,1.73,0.97,0.86,3.09,0.586666667,0.83,2.52
1T2007,0.45,0.24,0.0135,0.073571429,1.18,2.2,0.58,0.275,0.135,1.07,0.47,1.64,2.8,0.89,1.38,0.63,1.12,0.095,0.5225,0.021166667,0.51,0.67,0.48,2.51,0.22,0.33,0.69,0.903333333,1.28,0.66
2T2007,1.09,0.5,0.023,0.1075,2.47,4.72,0.89,0.675,0.23,1.57,1.08,3.49,0.53,1.95,2.63,0.04,1.44,0.35,0.74,0.006166667,0.83,1.62,0.66,3.22,0.45,0.72,1.61,0.23,1.88,1.34
3T2007,1.56,0.85,0.0325,0.144285714,3.3,6.49,1.21,1.03,0.32,2.42,1.93,5.21,1.34,2.84,3.63,0.94,0.46,0.685,0.285,0.014,0.16,2.7,0.78,0.97,1.71,1.23,2.59,0.47,2.34,2.03
4T2007,2.34,1.24,0.0575,0.064642857,3.35,8.83,0.36,1.295,0.42,0.6,2.71,7.36,1.95,3.67,4.51,2.02,0.96,0.825,0.465,0.02475,0.42,3.48,1.18,2.02,1.99,1.81,3.55,0.703333333,0.66,2.41
1T2008,0.61,0.39,0.017,0.106785714,0.23,2.5,0.71,0.325,0.12,1.36,0.97,2.05,2.38,1.27,0.7,0.83,1.43,0.155,0.7,0.03625,0.68,0.72,0.41,2.89,0.27,0.56,0.8,1.043333333,1.26,0.61
2T2008,1.47,0.79,0.036,0.15,0.96,5.41,1,0.63,0.23,2.04,1.85,4.3,0.21,2.45,1.26,1.88,1.9,0.2875,0.95,0.008,1.08,1.79,0.83,3.86,0.52,1.15,1.08,0.253333333,1.93,1.13
3T2008,2.17,1.15,0.05,0.195714286,1.11,9.29,1.35,1.04,0.36,2.95,1.42,7.19,0.93,3.64,1.36,2.94,0.48,0.77,0.2625,0.0025,0.21,2.79,1.16,1.1,0.79,1.68,1.85,0.546666667,2.34,1.63
4T2008,3.16,1.62,0.076,0.064642857,0.56,11.74,0.37,1.255,0.435,0.61,-1.89,8.78,1.38,4.62,1.41,3.83,0.95,1.025,0.465,0.00525,0.46,3.26,1.2,2.77,1.06,2.38,2.45,0.813333333,0.46,0.7
1T2009,0.93,0.3,0.0205,0.112857143,0.44,0.92,0.63,0.29,0.135,1.16,1.2,0.92,1.34,1.27,0.4,0.88,1.29,0.225,0.59,-0.00125,0.73,0.73,0.41,3.65,0.19,0.36,0.82,1.133333333,0.79,0.56
2T2009,1.76,0.54,0.037,0.161785714,0.75,1.8,0.86,0.73,0.3,1.64,2.25,1.74,0.31,2.43,0.68,1.88,1.63,0.455,0.7675,-0.00925,1.1,1.79,0.74,4.49,0.37,0.85,1.56,0.256666667,1.3,1.14
3T2009,2.71,0.79,0.06,0.228214286,0.39,3.72,1.05,1.14,0.465,2.5,3.11,2.72,0.97,3.64,1.52,3.04,0.4,0.785,0.265,-0.014,0.22,2.9,1.17,1.11,0.54,1.39,2.45,0.553333333,1.78,1.7
4T2009,3.71,0.74,0.104,0.133571429,-0.29,5.26,0.31,1.475,0.635,0.61,3.94,3.99,1.38,4.45,2.27,4.17,1.15,0.9975,0.4575,-0.009,0.52,3.81,1.23,2.69,0.68,2.06,3.27,0.833333333,0.45,1.76
1T2010,0.65,0.24,0.0335,0.254285714,0.28,2.28,0.63,0.35,0.155,1.29,1.13,1.33,1.58,1.64,0.75,1.01,1.61,0.34,0.7125,-0.003,0.75,0.9,0.25,3.57,0,0.57,1.04,1.236666667,0.94,0.46
2T2010,1.48,0.53,0.0565,0.381785714,0.56,4.99,1.01,0.865,0.31,1.98,2.35,2.94,0.43,2.89,1.84,2.16,2.13,0.595,0.9825,0.006,1.22,1.9,0.56,4.32,0.18,1.15,2.04,0.293333333,1.63,1.01
3T2010,2.06,0.97,0.0825,0.550357143,-0.21,6.88,1.36,1.31,0.465,2.97,3.53,4.38,1.15,4.14,2.86,3.46,0.63,1.035,0.2925,-0.00025,0.27,3.11,0.67,1.07,0.28,1.82,3.18,0.616666667,2.07,1.61
4T2010,2.98,1.49,0.129,0.233214286,-0.37,9.53,0.34,2.56,0.645,0.72,4.58,6.24,1.66,4.85,3.98,4.64,1.41,1.1925,0.53,0.0035,0.64,3.97,1.03,2.24,0.38,2.57,4.14,0.933333333,0.69,2.23
1T2011,0.56,0.47,0.022,0.465,0.17,3.11,0.62,0.415,0.17,1.52,0.95,2.14,2.03,1.27,1.29,1.16,2.03,0.16,0.805,0.011,1.06,0.72,0.28,3.24,0.2,0.65,1.24,1.493333333,1.18,0.68
2T2011,1.8,0.92,0.0435,0.746785714,-0.73,6.99,0.95,1.025,0.355,2.26,2.02,4.33,0.51,2.28,2.57,2.52,2.73,0.51,1.12,0.00575,1.69,1.91,0.61,4.12,0.4,2.01,2.42,0.323333333,1.97,1.38
3T2011,1.99,1.32,0.05,1.001785714,-0.15,10.93,1.17,1.51,0.52,3.35,3.13,6.46,1.37,3.45,3.6,3.98,0.68,0.7525,0.3475,0.012,0.36,3.18,1.09,1.08,0.58,2.72,3.62,0.69,2.56,2.11
4T2011,3.03,1.67,0.0695,0.501071429,0.01,13.54,0.33,1.875,0.755,0.74,3.9,8.43,1.98,3.54,4.5,5.33,1.47,1.155,0.6025,0.01925,0.8,4.08,1.28,1.67,0.7,3.49,4.81,1.01,0.81,2.85
1T2012,0.79,0.37,0.0145,0.945714286,0.03,3.3,0.74,0.455,0.225,1.64,0.91,2,2.49,1.43,1.31,1.24,2.08,0.28,0.9075,0.024,1.3,0.72,0.24,2.52,0.15,0.76,1.34,1.513333333,1.45,0.76
2T2012,1.87,0.83,0.015,1.281785714,0.23,6.98,1.14,1.07,0.475,2.53,1.73,5.41,0.68,1.94,2.41,2.57,2.02,0.645,1.2075,0.0025,1.99,1.67,0.67,3.82,0.36,1.39,2.64,0.366666667,2.47,1.59
3T2012,3.09,1.23,-0.015,1.594285714,0.22,9.69,1.5,1.58,0.87,3.94,2.92,7.5,1.7,3.02,3.82,4.02,0.53,0.8925,0.3125,0.00725,0.42,2.89,1.1,1,0.54,2.19,4.16,0.76,3.17,2.48
4T2012,3.76,1.68,-0.0045,0.4975,0.26,13.42,0.39,2,1.16,0.96,3.67,9.7,2.33,3.94,5.22,5.41,1.29,1.1475,0.525,0.01575,0.96,3.96,1.96,2.46,0.69,3.24,5.38,1.123333333,0.78,3.4
1T2013,0.35,0.13,0.009,0.860357143,0.1,3.2,0.99,0.39,0.275,2.22,1.42,2.12,3.03,1.25,1.61,1.27,2.02,0.1625,0.985,0.02275,1.48,0.69,0.38,3.38,0.15,0.94,1.17,1.68,1.62,0.93
2T2013,0.65,0.28,0.008,1.131071429,0.43,6,1.45,0.99,0.6,3.27,2.54,3.67,0.84,2.62,3.22,2.66,2.61,0.5225,1.375,0.00325,2.29,1.99,2.37,4.04,0.33,1.71,2.6,0.383333333,2.64,1.93
3T2013,1.26,0.45,0.004,1.429642857,0.64,8.58,1.87,1.55,0.93,4.68,3.65,5.46,2.08,3.68,3.08,4.19,0.63,0.935,0.44,0.00725,0.48,3.23,2.8,1.09,0.55,2.59,4.16,0.796666667,3.42,2.93
4T2013,1.64,0.58,0.03,0.521071429,0.94,11.18,0.37,1.94,1.3,0.97,4.33,7.37,3.04,4.92,4.39,5.59,1.42,1.125,0.74,0.01225,1.04,4.37,3.23,2.32,0.78,3.53,5.59,1.176666667,1.04,3.95
1T2014,0.24,0.09,0.0115,0.939642857,-0.05,2.38,0.64,0.37,0.36,2.02,0.68,2.1,3.78,1.67,1.29,1.22,2.1,0.2475,1.13,0.01875,1.61,0.8,0.36,3.26,0.24,1.38,1.12,1.633333333,2.14,1.07
2T2014,0.55,0.27,-0.002,1.265,0.14,5.38,1.06,0.96,0.745,3.1,1.36,4.15,1.01,3.2,2.77,2.62,2.66,0.53,1.525,0.006,2.42,2.1,0.82,4.19,0.47,2.07,2.56,0.37,3.43,2.09
3T2014,0.9,0.36,-0.0495,1.6225,0.1,8.35,1.5,1.44,1.245,4.69,1.83,6.04,2.53,4.89,4.13,3.72,0.55,0.91,0.555,0.01175,0.49,3.43,1.24,0.71,0.71,3.25,4.21,0.793333333,4.31,3.13
4T2014,1.5,0.54,-0.026,0.77,0.36,10.21,0.36,1.62,1.62,1.13,2.23,7.6,3.68,5.8,5.34,4.85,1.26,1.4175,0.935,0.01975,1.06,4.31,1.44,1.56,0.96,4.76,5.78,1.176666667,1.28,4.17
1T2015,1.52,0.17,-0.006,1.3575,0.28,1.38,0.83,0.36,0.41,2.49,0.5,1.17,4.74,1.55,1.46,0.84,1.87,0.3675,1.395,0.0285,1.63,0.82,0.38,2.33,0.22,0.97,1.48,1.69,2.52,1.06
2T2015,2.04,0.47,0.0035,1.825,0.76,1.68,1.3,1.07,0.835,3.66,1.06,2.17,1.22,3.18,3.02,2.1,1.49,0.77,1.9,0.006,2.26,2.16,0.81,2.5,0.47,2.25,3.15,0.343333333,3.99,2.1
3T2015,2.43,0.82,0.012,2.32,1.15,2.77,1.76,1.4,1.24,5.41,1.82,3.18,2.95,4.39,4.72,3.51,0.58,1.255,0.69,0.00725,0.4,2.53,1.15,0.93,0.75,3.45,4.82,0.703333333,4.95,3.16
4T2015,2.94,1.26,0.064,0.825,1.38,2.46,0.48,1.69,1.64,1.1,2.27,3.85,4.31,5.56,6.05,4.82,1.21,1.5275,1.15,0.01875,0.92,3.71,1.13,2.09,1.04,4.96,6.1,1.046666667,1.74,4.18
1T2016,0.21,0.51,0.0545,1.305,0.21,-0.39,1.1,0.34,0.44,2.34,0.42,0.43,5.49,1.56,1.36,1.24,1.72,0.345,1.71,0.02825,1.43,0.64,0.49,3.09,0.3,1.02,1.69,1.526666667,3.06,1
2T2016,0.63,1,0.145,1.665,0.59,-1.17,1.57,1.14,0.855,3.58,1.12,0.84,1.45,3.07,2.92,2.53,2.12,0.6475,2.21,0.009,2.11,2.03,0.82,3.8,0.6,2.33,3.53,0.326666667,4.66,2.02
3T2016,0.41,1.54,0.1715,2.0875,1.15,-0.49,2.13,1.38,1.325,5.36,1.86,1.47,3.42,4.64,4.51,4.04,0.6,1.0525,0.75,0.021,0.44,3.41,1.04,0.99,0.96,3.53,5.6,0.73,5.76,3.06
4T2016,0.94,2.35,0.2505,0.845,1.58,-0.27,0.46,1.51,1.805,1.24,2.59,1.88,5.03,6.04,6.24,5.49,1.27,1.5725,1.26,0.04725,0.94,4.39,1.18,3.97,1.32,5.12,7.37,1.056666667,1.56,4.03
1T2017,0.24,0.81,0.076,1.375,0.43,1.43,0.93,0.28,0.54,2.42,-0.1,0.95,6.47,1.63,1.66,1.48,1.89,0.8475,1.95,0.077,1.49,0.92,0.52,4.95,0.39,1.41,2.28,1.466666667,3.07,1.01
2T2017,0.4,1.56,0.0965,1.795,0.92,2.2,1.43,0.6,1.07,4.01,0.85,1.73,1.68,3.06,3.49,3.2,2.74,1.27,2.56,0.0215,2.27,2.4,1.04,5.8,0.79,2.98,4.65,0.333333333,4.58,2.09
3T2017,0.75,2.41,0.123,2.3175,1.42,3.23,1.92,0.94,1.64,6.11,1.38,2.66,3.93,4.46,5.26,5.54,0.85,1.72,0.58,0.04575,0.53,3.9,1.51,1.09,1.22,4.32,7.22,0.656666667,5.73,2.94
4T2017,0.27,3.43,0.316,0.98,1.63,4.88,0.48,0.29,4.82,1.46,-0.19,4.63,5.79,0.48,6.35,6.43,0.04,2.8675,1.05,0.08075,1.07,3.4,3.57,2.05,1.63,5.64,10.95,0.853333333,2.93,4.14
1T2018,0.24,1.18,0.168,1.6725,0.63,1.92,-1.29,0.32,0.67,3.06,1.16,1.09,7.33,1.63,2.38,1.74,1,2.3525,0.49,0.12725,0.1,0.94,0.6,3.02,0.55,1.44,2.94,1.096666667,4.88,0.97
2T2018,0.65,2.53,0.429,2.2675,1.26,3.71,-0.76,0.86,1.37,4.77,0.92,2.01,2.09,3.1,4.69,3.66,2.15,2.7725,1.19,0.05125,0.93,2.23,1.26,3.75,1.16,3.31,5.98,0.24,6.84,1.95
3T2018,0.97,3.89,0.7245,3.0025,1.93,5.84,0.02,1.31,2,7.15,2.04,3.47,5.15,4.57,7.04,5.77,1.15,3.3025,0.69,0.0965,0.58,3.99,1.96,1.26,1.81,5.07,9.29,0.143333333,8.4,3.09
4T2018,1.34,5.28,1.034,1.055,2.64,7.81,0.78,1.51,2.56,1.75,3.14,4.88,7.67,5.7,9.04,7.61,2.24,3.5075,1.22,0.147,1.21,8.84,1.9,2.51,2.47,7.31,12.45,0.336666667,1.87,4.31
1T2019,0.38,1.38,0.362,1.675,0.71,1.4,1.41,0.39,0.78,3.77,4.33,0.55,9.78,1.41,2.65,1.74,3.39,0.355,1.92,0.17025,1.98,1.01,0.69,3.58,0.69,2.04,3.62,0.76,5.46,1.21
2T2019,0.94,2.68,0.6285,2.23,1.45,3.68,2.11,1,1.47,5.83,5.86,1.28,2.28,3.52,5.48,3.73,5.11,1,2.55,0.01625,3.05,2.46,1.59,1.45,1.36,4.84,7.09,0.446666667,6.22,2.52
3T2019,1.48,4.31,0.8435,2.9925,2.02,5.06,2.63,1.61,2.18,8.32,7.27,2.03,5.46,4.19,8.17,5.85,1.4,1.455,0.87,0.039,0.64,3.96,2.98,1.41,2.06,6.73,10.82,0.866666667,6.68,3.45
4T2019,2.07,6.07,1.173,1.26,2.77,1.55,0.69,2.09,2.87,1.91,8.93,3.36,7.99,5.72,10.75,7.95,2.93,1.955,1.59,0.07575,1.36,5.23,2.92,2.88,2.69,9.24,14.55,1.253333333,1.17,4.08
1T2020,0.32,1.98,0.2545,1.9075,0.4,1.93,1.37,0.65,0.47,4.02,1.6,-0.14,10.29,2.2,0.79,1.49,4.34,0.215,2.13,0.11475,2.16,0.96,0.61,4.03,0.59,1.99,3.56,1.74,1.42,0.01
2T2020,0.62,4.26,0.7795,2.5625,0.78,-2.51,2.02,1.06,1.12,5.91,3.16,-0.4,2.09,3.58,2.17,2.14,5.82,0.865,1.63,0.03725,3.16,2.15,1.23,5.13,1.07,4.91,10.56,0.47,-1.19,-0.65
3T2020,1.31,6.25,1.412,3.31,1.29,-2.63,2.65,1.47,1.57,9.05,4.49,-0.55,6.13,4.93,5.1,4.5,1.84,1.4925,0.97,0.0625,0.74,3.8,1.62,1.69,1.55,9.79,13.9,1.233333333,-1.58,-0.23
4T2020,2.52,10.94,2.132,1.7,1.88,-2.96,0.51,1.8,2.3,2.63,6.82,-5.25,9.32,5.59,8.89,6.35,3.88,1.49,1.77,0.11675,1.56,5.14,1.73,3.22,2.13,16.09,16.23,1.836666667,0.01,0.42
1T2021,1,2.63,0.8045,3.11,0.87,0.72,1.12,0.52,0.73,4.78,1.49,0.64,11.98,2.35,4.51,2.06,5.93,0.85,2.68,0.1755,3.26,1.24,0.87,4.53,0.74,5.93,5.14,1.59,0.51,1.05
2T2021,1.67,4.97,1.5745,4.42,1.91,2.33,1.79,1.13,1.54,7.53,3.02,1.74,3.87,4.74,8.3,5.03,8.12,0.98,3.64,0.077,4.67,2.95,1.87,5.69,1.33,10.58,9.66,0.323333333,1.01,2.42
3T2021,2.85,7.51,1.8845,5.67,2.77,5.52,2.51,1.71,2.42,11.3,4.25,3.31,8.41,6.13,12.05,7.91,2.73,1.21,1.18,0.172,0.89,4.56,3.32,1.66,2.07,15.41,14,0.833333333,1.1,3.6
